name,price,specification,description
Red Erri Embroidered Velvet Purse,"Tk 1,166.67","['Erri Embroidery', 'Magnetic Flap', 'Velvet', '19', '4.5', '11', 'CM', 'Gabardine Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Red velvet purse with multicolour erri embroidery. Features magnetic closure.
Red Erri Embroidered Mixed Katan Fabric Purse,"Tk 2,119.05","['Beads Work', 'Magnetic Snap Button', 'Fabric', '20', '5.5', '12.5', 'CM', 'Inner Zipped Pocket', 'Micro Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Red mixed katan fabric bag with erri embroidery. Carry your essentials in elegance and add a touch of grace to any outfit.
Maroon Embroidered Mixed Fabric Purse,"Tk 1,538.10","['Nakshi Kantha Embroidery', 'Magnetic Snap Flap', 'Fabric', '17.5', '3.5', '10', 'CM', 'Velvet Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Maroon mixed fabric purse with kantha embroidery.
Peach Erri Embroidered Mixed Fabric Purse,Tk 980.95,"['Beads Work', 'Magnetic Snap Button', 'Fabric', '24', '14', 'CM', 'Inner Zipped Pocket', 'Micro Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Peach printed mixed fabric purse with magnetic flap closure. Comes with silver erri embroidery and beads detailing on upper and front part. Features one compartment and one zip pocket for carrying essentials.
Red Erri Embroidered Mixed Fabric Purse,Tk 980.95,"['Beads Work', 'Magnetic Snap Button', 'Fabric', '28', '4.5', '13', 'CM', 'Inner Zipped Pocket', 'Cotton Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Red printed mixed fabric purse with magnetic flap closure. Red erri embroidery and beads detailing on upper and front part. Features one compartment and one zip pocket for carrying essentials.
Golden Embroidered Faux Leather Purse,"Tk 1,066.67","['Magnetic Snap Button', 'Faux Leather', '28.5', '11', 'CM', 'Inner Zipped Pocket', 'Velvet Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Golden faux leather purse with floral embroidery. Comes with magnetic closure and zip pocket.
Maroon Embroidered Mixed Fabric Purse,"Tk 1,271.43","['Hand Embroidery', 'Twist Flap Lock', 'Fabric', '30.5', '4', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Maroon mixed fabric purse with magnetic flap closure. Multicolour embroidery detailing on upper and back part. Features one compartment and one zip pocket for carrying essentials.
Orange Embroidered Mixed Fabric Purse,"Tk 1,647.62","['Erri Embroidery', 'Magnetic Snap Button', 'Fabric', '25', '11.5', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Non-Adjustable & Removable Strap', 'Metal', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Orange mixed fabric purse with embroidery and beads detailing. Inside pocket will keep your small essentials organized.
Maroon Erri Embroidered Chosha Silk Purse,"Tk 2,119.05","['Erri Embroidery', 'Magnetic Snap Button', 'Chosha Silk', '26', '10.5', 'CM', 'Inner Zipped Pocket', 'Fabric', 'Non-Adjustable & Removable Strap', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']",Maroon chosha silk bag with erri embroidery. Features zip opening compartment and metal handle for carrying comfortable. It's a perfect accessory to elevate your style and carry your essentials with grace.
Crayola Peach Printed and Embroidered Silk Saree,"Tk 22,116.28","['Silk', 'Hand Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Crayola peach printed silk saree with multicolour embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Purple Embroidered Mixed Fabric Purse,"Tk 1,480.95","['Stone-Setting', 'Snap Flap Button', 'Fabric', '26', '4.5', '12.5', 'CM', 'Inner Zipped Pocket', 'Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']","Purple mixed fabric purse with purple embroidery and pearls, stone and bead detailing. Comes with magnetic closure and zip pocket."
Blue Mirpur Katan Saree,"Tk 24,800.00","['Silk', 'Contrast Aanchal', 'With Blouse Piece', 'Dry Clean']","Blue Mirpur Katan saree with multicolour weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Blue/Fuchsia Striped Mirpur Katan Saree,"Tk 27,572.09","['Silk', 'With Blouse Piece', 'Dry Clean']","Blue/fuchsia striped Mirpur katan saree. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Maroon Mirpur Katan Saree,"Tk 24,669.77","['Silk', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Maroon Mirpur katan saree with golden and silver weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Metallic Grey Erri Embroidered Genuine Leather Purse,"Tk 2,614.29","['Magnetic Snap Flap', '23.5', '4', '12', 'Inner Zipped Pocket', 'Clean With Soft Dry Brush After Using']",Metallic grey genuine leather purse with magnetic flap closure. Multicolour erri embroidery and beads detailing on upper and back part. Features one compartment and one zip pocket for carrying essentials.
Purple Mirpur Katan Saree,"Tk 26,251.16","['Silk', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Purple Mirpur katan saree with multicolour weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Genuine Leather Purse,"Tk 1,161.90","['Magnetic Snap Flap', 'Genuine Leather', '27', '17', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Red genuine leather purse with one main compartment and one zip closure pocket. Features magnetic flap closure.
Maroon Mirpur Katan Saree,"Tk 26,223.26","['Silk', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Blue Mirpur Katan saree with golden and green weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Golden Erri Embroidered Purse,"Tk 2,129.81","['Magnetic Snap Flap', '24', '4', '11.5', 'Inner Zipped Pocket', 'Clean With Soft Dry Brush After Using']",Golden faux lather purse with erri embroidery and beads detailing over red flap.
Dark Peach Dual Tone Nakshi Kantha Embroidered Silk Saree,"Tk 26,344.19","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Pink and golden dual tone silk saree with shades of orange and green Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Grey Erri Embroidered Faux Leather Purse,"Tk 1,304.76","['Grey', 'Faux Leather', 'Beads, Erri, Hand Embroidery', '14', '27', '4', 'Divider, Inner Zipped Pocket', 'Magnetic Snap Flap', 'Fabric', 'CM', 'Wipe With Soft Dry Cloth After Using']",Grey faux leather purse with erri embroidery and beads detailing on black flap.
Light Brown Mirpur Katan Saree,"Tk 23,958.14","['Silk', 'With Blouse Piece', 'Dry Clean']","Light brown Mirpur katan saree with golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Beige Erri Embroidered Genuine Leather Purse,"Tk 2,614.29","['Magnetic Snap Flap', '23.5', '4', '12', 'Inner Zipped Pocket', 'Clean With Soft Dry Brush After Using']",Beige genuine leather purse with magnetic flap closure. Multicolour erri embroidery and beads detailing on upper and back part. Features one compartment and one zip pocket for carrying essentials.
Purple/Navy Blue Striped Mirpur Katan Saree,"Tk 27,572.09","['Katan', 'Contrast Aanchal', 'With Blouse Piece', 'Dry Clean']","Purple and navy blue striped Mirpur katan saree with golden and green weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Golden Velvet Purse,Tk 880.95,"['Red', 'Faux Leather', 'Laser Cut', '13', '27.5', '3.5', 'Divider, Inner Zipped Pocket', 'Magnetic Snap Flap', 'Velvet', 'Without Strap', 'CM', 'Clean With Soft Dry Brush After Using']",Red velvet purse with golden faux leather panel detailing. Two zip pockets for carrying small essentials.
Multicolour Mirpur Katan Saree,"Tk 24,655.81","['Silk', 'With Blouse Piece', 'Dry Clean']","Pink, green, blue and golden weaving Mirpur katan saree. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Deep Green Erri Embroidered Fabric Purse,Tk 876.19,"['Sequin', 'Magnetic Snap Flap', 'Fabric', '29', '11.5', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Deep Green fabric purse with green erri embroidery. Comes with magnetic button closure and a small zip pocket for carrying essentials.
Maroon Mirpur Katan Saree,"Tk 28,488.37","['Silk', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Maroon Mirpur katan saree with red, silver and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Forest Green Mirpur Katan Saree,"Tk 22,734.88","['Silk', 'Contrast Aanchal', 'With Blouse Piece', 'Dry Clean']","Forest green Mirpur katan saree with intricate golden and silver thread weaving all over the body. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Light Beige Embroidered Leather Purse,"Tk 1,591.35","['Magnetic Snap Flap, Zipper', 'Inner Zipped Pocket', 'Clean With Soft Dry Brush After Using']",Light brown embroidered leather purse with punch hole detailing. Magnetic closure flap and one zip pocket for carrying small essentials.
Maroon Leather Purse,"Tk 1,033.33","['Magnetic Snap Flap', 'Genuine Leather', '20.5', '15', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Removable Strap', 'Metal', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Maroon striped leather purse. Comes with magnetic button closure and a small zip pocket for carrying essentials. Features with metal silver chain for carrying comfortably and velvet inner lining.
Red Half Silk Jamdani Saree,"Tk 23,455.81","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Red half silk Jamdani saree with golden, orange and yellow weaving details. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Golden Genuine Leather Purse,"Tk 1,033.33","['Magnetic Snap Flap', 'Genuine Leather', '20.5', '15', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Removable Strap', 'Metal', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Golden striped genuine leather purse. Comes with magnetic button closure and a small zip pocket for carrying essentials. Features with metal silver chain for carrying comfortably and velvet inner lining.
Mint Green Half Silk Jamdani Saree,"Tk 45,958.14","['Jamdani Half Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Mint green half silk jamdani saree with mint green and golden weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Chocolate Leather Bag,"Tk 1,666.67","['Magnetic Button', '25', '6', '14', 'Inner Zipped Pocket', 'Hand Bag', 'Wipe With Soft Dry Cloth After Using']","Chocolate leather bag with cutwork surface, gabardine lining, magnetic closure and two handles with metal support."
Eggplant Half Silk Jamdani Saree,"Tk 16,237.21","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Eggplant half silk jamdani saree with multicolour buti. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Golden Embroidered Leather Purse,"Tk 2,990.48","['Stone-Setting', 'Magnetic Snap Flap', 'Genuine Leather', '24', '4', '11.5', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Golden and beige leather purse with beads and stone embroidery. Features with magnetic closure flap.
Black Embroidered Leather Purse,"Tk 1,523.81","['Glass Fitting', 'Magnetic Snap Flap', 'Genuine Leather', '23', '4', '12', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Black leather purse with magnetic closure. Multicolour embroidery and one compartment for carrying essentials.
Aqua Half Silk Jamdani Saree,"Tk 52,520.93","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Aqua half silk jamdani saree with copper, silver, aqua and golden buti. Comes with matching unstitched separate blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
White Pearl Faux Leather Bag,"Tk 1,850.96","['Pearl-Setting', 'Magnetic Snap Flap', 'Faux Leather', 'With Genuine Leather Handle', '30', '7', '18', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Hand Bag', 'Single', 'Clean With Soft Dry Brush And Keep It In a Dry Place']","This stylish white pearl faux leather bag is the perfect accessory for any outfit. The bag features a white pearl and stone studded  that adds a unique touch. The adjustable shoulder strap makes it easy to carry, and the flap magnetic closure ensures all your essentials stay safe. The bag also features one interior pocket for added organization"
White Half Silk Jamdani Saree,"Tk 39,116.28","['Mixed Silk (Silk & Cotton)', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","White half silk jamdani saree with brown and golden. Comes with matching unstitched separate blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Maroon Velvet Purse,Tk 733.33,"['Stone-Setting', 'Magnetic Snap Flap', 'Fabric', '29.5', '6', 'CM', 'Inner Zipped Pocket', 'Micro Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Maroon printed velvet purse with magnetic flip closure. Features with stone details over flap.
Deep Mulberry Sheep Genuine Leather Purse,Tk 625.00,"['Magnetic Snap Flap', '12', '2.25', '3.75', 'Inner Zipped Pocket', 'Wipe With Soft Dry Cloth After Using']",Deep mulberry embossed sheep genuine leather purse with magnetic flap.
Golden Embroidered Leather Bag,"Tk 2,033.33","['Erri Embroidery', 'Magnetic Snap Flap', 'Genuine Leather', 'With Genuine Leather Handle', '20', '5.5', '16', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Party Bag', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']","Golden leather bag with magnetic closure. Multicolour embroidery, sequin details and one compartment for carrying essentials."
Maroon Embroidered Leather Bag,"Tk 2,033.33","['Erri Embroidery', 'Magnetic Snap Flap', 'Genuine Leather', 'With Genuine Leather Handle', '20', '5.5', '16', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Party Bag', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']","Maroon leather bag with magnetic closure. Multicolour embroidery, sequin details and one compartment for carrying essentials."
Black Genuine Leather Purse,"Tk 1,404.76","['Magnetic Snap Flap', '26', '5', '16', 'Inner Zipped Pocket', 'Wipe With Soft, Dry Cloth After Using']",Red suede genuine leather purse with black embossed genuine leather detail..
Maroon Erri Embroidered Genuine Leather Purse,"Tk 2,614.29","['Magnetic Snap Flap', '23', '4', '12', 'Currency Pocket', 'Clean With Soft Dry Brush After Using']","Maroon genuine leather purse comes with golden erri embroidered, metallic beads and magnetic closure detail."
Pompom Tarsel Erri Upper Ladies Purse (Maroon),Tk 785.71,"['Magnetic Snap Flap', '27.5', '3', '15', 'Currency Pocket', 'Wipe With Soft Brush After Using']",Maroon mixed silk chosha purse with golden and silver erri embroidery and tassel detailing.
Metallic Grey Purse,"Tk 1,591.35","['Magnetic Snap Flap', 'Inner Zipped Pocket', 'Clean With Soft Dry Brush After Using']",Metallic grey faux genuine leather purse with stone detailing.
Watermelon Printed And Nakshi Kantha Embroidered Endi Muslin Saree,"Tk 13,055.81","['Muslin', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Watermelon printed endi muslin saree with shades of pink Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Pink Embroidered Fabric Purse,"Tk 1,976.19","['Beads Work', 'Magnetic Snap Flap', 'Fabric', '19', '11', 'CM', 'Inner Zipped Pocket', 'Fabric', 'Removable Strap', 'Metal', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Pink fabric purse with matching beads embroidery and sequin details. Comes with magnetic flap button closure and a small pocket for carrying essentials. Features with separated metal silver chain for carrying comfortably.
Black Printed And Nakshi Kantha Embroidered Muslin Saree,"Tk 18,009.30","['Muslin', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Black printed muslin saree with pastel blue and shades of green Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Purple Embroidered Fabric Purse,"Tk 1,976.19","['Beads Work', 'Magnetic Snap Flap', 'Fabric', '19', '11', 'CM', 'Inner Zipped Pocket', 'Fabric', 'Removable Strap', 'Metal', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Purple fabric purse with matching beads embroidery and sequin details. Comes with magnetic flap button closure and a small pocket for carrying essentials. Features with separated metal silver chain for carrying comfortably.
Sky Blue Embroidered Fabric Purse,"Tk 1,976.19","['Beads Work', 'Magnetic Snap Flap', 'Fabric', '19', '11', 'CM', 'Inner Zipped Pocket', 'Fabric', 'Removable Strap', 'Metal', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Sky blue fabric purse with matching beads embroidery and sequin details. Comes with magnetic flap button closure and a small pocket for carrying essentials. Features with separated metal silver chain for carrying comfortably.
Grey Nakshi Kantha Embroidered and Brush Painted Silk Saree,"Tk 24,674.42","['Silk', 'Nakshi Kantha Embroidery', 'Contrast Aanchal', 'With Blouse Piece', 'Dry Clean']","Grey brush painted and printed silk saree with Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Leather Purse,Tk 585.71,"['Twist Lock', '25.5', '4', '11', 'Inner Zipped Pocket', 'Wipe With Soft, Dry Cloth After Using']",Red embossed leather purse with twist lock flap.
Purple Printed and Nakshi Kantha Embroidered Muslin Saree,"Tk 19,804.65","['Muslin', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Purple printed muslin saree with Nakshi Kantha embroidery. Unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Green Printed and Nakshi Kantha Embroidered Muslin Saree,"Tk 20,381.40","['Muslin', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Green printed muslin saree with Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Erri Embroidered Fabric Party Purse,"Tk 1,676.19","['Beads Work', 'Magnet', 'Fabric', 'With Metal Handle', '22', '4.5', '12.5', 'CM', 'Velvet Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Red fabric party purse with multicolour erri embroidery. Comes with magnetic button closure. Features with metal brass chain for carrying comfortably.
Copper Genuine Leather Bag,"Tk 1,790.48","['Magnetic Snap Flap', '19.5', '10.5', '18', 'Inner Zipped Pocket', 'Hand Bag', 'Wipe With Soft Dry Cloth After Using']",Metallic copper genuine leather bag with magnetic flap and handle.
Red Genuine Leather Bag,"Tk 1,876.19","['Ostrich Texture', 'Magnetic Snap Flap', 'Genuine Leather', '19', '6', '19.9', 'CM', 'Card Holders', 'Gabardine Fabric', 'Shoulder Bag', 'Adjustable Strap', 'Genuine Leather', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Red genuine leather bag. Features magnetic closure flap.
Pastel Green Nakshi Kantha Embroidered Silk Saree,"Tk 51,306.98","['Silk', 'Nakshi Kantha Embroidery', 'Contrast Aanchal', 'With Blouse Piece', 'Dry Clean']","Pastel green silk saree with Nakshi Kantha embroidery. Unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Sea Green Erri Embroidered Dupioni Silk Party Purse,"Tk 1,676.19","['Erri Embroidery', 'Magnet', 'Dupioni Silk', 'With Metal Handle', '22', '4.5', '12.5', 'CM', 'Velvet Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Sea green erri embroidered dupioni silk party purse with beads detailing. Features metal chain.
Dark Olive Nakshi Kantha Embroidered Muslin Saree,"Tk 27,004.65","['Muslin', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Dark olive printed muslin saree with Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Plum Printed and Nakshi Kantha Embroidered Silk Saree,"Tk 34,311.63","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Plum printed silk saree with Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Black Erri Embroidered Velvet Bag,"Tk 2,100.00","['Erri Embroidery', 'Magnetic Snap Flap', 'Velvet', 'With Velvet Handle', '25.5', '10', '16', 'CM', 'Inner Zipped Pocket', 'Velvet Fabric', 'Shoulder Bag', 'Removable Strap', 'Metal', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Black velvet bag with multicolour erri embroidery. Features zip opening compartment and one handle.
Red Printed and Nakshi Kantha Embroidered Silk Saree,"Tk 26,995.35","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Red silk saree with Nakshi Kantha embroidery. Unstitched printed blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Golden Erri Embroidered Velvet Purse,"Tk 1,466.67","['Erri Embroidery', 'Magnetic Snap Flap', 'Velvet Fabric', '22', '6.5', '12.5', 'CM', 'Inner Zipped Pocket', 'Gabardine Fabric', 'Single', 'Clean With Soft Dry Brush And Keep It Dry Place']",Golden erri embroidered velvet purse with magnetic closure. Features with detachable metal strap and small zip pocket for carrying essentials.
Teal Printed and Nakshi Kantha Embroidered Silk Saree,"Tk 36,018.60","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Teal printed silk saree with Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Steel Blue Erri Embroidered Chosha Silk Purse,"Tk 1,852.38","['Steel Blue', 'Dupion Silk', 'Sequin', '13.5', '25.5', '6', 'Inner Zipped Pocket', 'Magnetic Snap Flap', 'Gabardine Fabric', 'Without Strap', 'CM', 'Clean With Soft Dry Brush After Using']","Steel blue half round shaped chosha silk purse with magnetic flap closure. Silver erri embroidery, sequin and beads detailing on upper and back part. Features one compartment and one zip pocket for carrying essentials."
Purple Printed and Nakshi Kantha Embroidered Silk Saree,"Tk 23,353.49","['Silk', 'Nakshi Kantha Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Purple printed silk saree with Nakshi Kantha embroidery. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Appliqued and Embroidered Muslin Saree,"Tk 15,362.79","['Muslin', 'Machine Applique', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Red muslin saree with floral embroidery over appliqued.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Appliqued and Embroidered Muslin Saree,"Tk 17,465.12","['Muslin', 'Machine Applique', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Red muslin saree with floral embroidery over appliqued.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Peach Appliqued and Embroidered Half Silk Jamdani Saree,"Tk 24,139.53","['Mixed Silk (Silk & Cotton)', 'Machine Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Peach half silk jamdani saree with multicolour buti detailing. Features embroidery over appliqued. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Red Panama Heritage Theme Shalwar Kameez Set,"As low asTk 10,697.67","['Silk', 'Hand Embroidery', 'Long', 'Round Neck', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Dry Clean']",Red silk kameez with golden and beige embroidery. Comes with matching joysree silk shalwar and matching printed silk dupatta with endi striped.
Brown Check and Embroidered Cotton Shalwar Kameez Set,"As low asTk 4,311.63","['Cotton', 'Hand Embroidery', 'Long', 'Round Neck', 'Open', '3-Quarter Sleeve', 'Extra Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Brown check and embroidered kameez with floral patch work detailing. Comes with matching poplin shalwar and matching tie-dyed voile dupatta.
White/Yellow Punching Block Beauty Theme Shalwar Kameez Set,"As low asTk 3,632.56","['Cotton', 'Hand Embroidery', 'Long', 'Round Neck', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']","White, yellow and green printed cotton kameez with teal and mustard embroidery. Comes with matching  printed cotton shalwar and matching  printed cotton dupatta."
Onion Pink Punching Block Beauty Theme Shalwar Kameez Set,"As low asTk 3,860.47","['Viscott (Viscose & Cotton)', 'Screen Print', 'Long', 'Round Neck', 'Close', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Onion pink printed viscose-cotton kameez with golden and olive green embroidery. Comes with matching printed viscose shalwar and pink printed cotton dupatta.
Purple Half Silk Jamdani Saree,"Tk 39,093.02","['Mixed Silk (Silk & Cotton)', 'With Blouse Piece', 'Dry Clean']","Purple half silk jamdani saree with multicolour weaving. Comes with matching unstitched blouse piece. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Black Appliqued and Embroidered Textured Viscose Kurta,"As low asTk 2,683.72","['Viscose', 'Hand Embroidery', 'Open', '3-Quarter Sleeve', 'Long', 'Hand Wash With Mild Detergent In Cold Water']",Black printed and textured viscose kurta with multicolour embroidery over appliqued.
Yellow/Pink Brush Painted and Printed Muslin Saree,"Tk 7,069.77","['Muslin', 'Screen Print', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Yellow and pink brush painted muslin saree with multicolour prints.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Burnt Orange Printed and Embroidered Viscose-Cotton Kurta,"As low asTk 2,627.91","['Viscott (Viscose & Cotton)', 'Machine Embroidery', 'Band Collar', 'Open', '3-Quarter Sleeve', 'Long', 'Hand Wash With Mild Detergent In Cold Water']",Burnt orange printed viscose-cotton kurta with embroidered cutwork.
Magenta Printed and Embroidered Silk Saree,"Tk 29,167.44","['Silk', 'Hand Embroidery', 'Patterned Aanchal', 'With Blouse Piece', 'Dry Clean']","Magenta printed silk saree with multicolour embroidery.  Comes with matching unstitched blouse piece attached at the end of saree. Blouse shown in the photo is a styling suggestion, it is not a part of the actual product."
Teal Printed and Embroidered Textured Viscose Kurta,"As low asTk 2,386.05","['Viscose', 'Hand Embroidery', 'Round Neck', 'Open', '3-Quarter Sleeve', 'Long', 'Hand Wash With Mild Detergent In Cold Water']",Teal printed and textured viscose kurta with turquoise embroidery.
Onion Pink Punching Block Beauty Theme Shalwar Kameez Set,"As low asTk 4,655.81","['Cotton', 'Hand Embroidery', 'Classic Pants', 'Long', 'V Neck', 'Open', '3-Quarter Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Onion pink printed cotton kameez with silver embroidery. Comes with matching printed cotton shalwar and olive green  printed cotton dupatta.
Black Folk Art Theme Shalwar Kameez Set,"As low asTk 9,269.77","['Viscott (Viscose & Cotton)', 'Hand Embroidery', 'Long', 'Round Neck', 'Close', 'Full Sleeve', 'Long', 'Elastic Waist', 'Hand Wash With Mild Detergent In Cold Water']",Black printed and embroidered viscose kameez with embroidered inner. Comes with matching printed viscose shalwar.
